80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 71 9
80 70 10
80 69 11
80 68 12
80 80 0
80 79 1
80 78 2
80 77 3
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 80 0
80 79 1
80 78 2
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 71 9
80 70 10
80 69 11
80 68 12
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 71 9
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 71 9
80 70 10
80 69 11
80 68 12
80 67 13
80 66 14
80 65 15
80 64 16
80 63 17
80 62 18
80 61 19
80 60 20
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 71 9
80 70 10
80 69 11
80 68 12
80 67 13
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 71 9
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 80 0
80 79 1
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 71 9
80 70 10
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 71 9
80 70 10
80 69 11
80 68 12
80 67 13
80 66 14
80 65 15
80 64 16
80 63 17
80 80 0
80 79 1
80 78 2
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 71 9
80 70 10
80 69 11
80 68 12
80 67 13
80 66 14
80 65 15
80 64 16
80 63 17
80 62 18
80 61 19
80 60 20
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 71 9
80 70 10
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 80 0
80 79 1
80 78 2
80 77 3
80 80 0
80 79 1
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 71 9
80 70 10
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 71 9
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 80 0
80 79 1
80 78 2
80 77 3
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 71 9
80 70 10
80 69 11
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 71 9
80 70 10
80 69 11
80 68 12
80 67 13
80 66 14
80 65 15
80 64 16
80 63 17
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 71 9
80 70 10
80 69 11
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 72 8
80 71 9
80 70 10
80 69 11
80 68 12
80 67 13
80 66 14
80 65 15
80 64 16
80 63 17
80 62 18
80 61 19
80 60 20
80 59 21
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 80 0
80 79 1
80 78 2
80 77 3
80 76 4
80 75 5
80 74 6
80 73 7
80 80 0
80 79 1
80 78 2
80 77 3
